"Symbol","Synonym Symbol","Scientific Name with Author","State Common Name","Family","Scientific Name"
"GLGRG","PAGR4","Panicularia grandis (S. Watson) Nash","","Poaceae","Panicularia grandis"
"GLHE2","","Glechoma hederacea L.","ground ivy","Lamiaceae","Glechoma hederacea"
"GLHE2","GLHEM","Glechoma hederacea L. var. micrantha Moric.","","Lamiaceae","Glechoma hederacea var. micrantha"
"GLHE2","GLHEP","Glechoma hederacea L. var. parviflora (Benth.) House","","Lamiaceae","Glechoma hederacea var. parviflora"
"GLHE2","NEHE2","Nepeta hederacea (L.) Trevis.","","Lamiaceae","Nepeta hederacea"
"GLLE2","","Glyceria leptostachya Buckley","davy mannagrass","Poaceae","Glyceria leptostachya"
"GLLE3","","Glycyrrhiza lepidota Pursh","American licorice","Fabaceae","Glycyrrhiza lepidota"
"GLLE3","GLGL4","Glycyrrhiza glutinosa Nutt.","","Fabaceae","Glycyrrhiza glutinosa"
"GLLE3","GLLEG","Glycyrrhiza lepidota Pursh var. glutinosa (Nutt.) S. Watson","","Fabaceae","Glycyrrhiza lepidota var. glutinosa"
"GLLI","","Glehnia littoralis F. Schmidt ex Miq.","American silvertop","Apiaceae","Glehnia littoralis"
"GLLIL","","Glehnia littoralis F. Schmidt ex Miq. ssp. leiocarpa (Mathias) Hultén","American silvertop","Apiaceae","Glehnia littoralis ssp. leiocarpa"
"GLLIL","CYLI14","Cymopterus littoralis auct. non A. Gray","","Apiaceae","Cymopterus littoralis"
"GLLIL","GLLE5","Glehnia leiocarpa Mathias","","Apiaceae","Glehnia leiocarpa"
"GLLIL","GLLIL2","Glehnia littoralis F. Schmidt ex Miq. var. leiocarpa (Mathias) B. Boivin","","Apiaceae","Glehnia littoralis var. leiocarpa"
"GLMA","","Glaux maritima L.","sea milkwort","Primulaceae","Glaux maritima"
"GLMA","GLMAO2","Glaux maritima L. ssp. obtusifolia (Fernald) B. Boivin","","Primulaceae","Glaux maritima ssp. obtusifolia"
"GLMA","GLMAA2","Glaux maritima L. var. angustifolia B. Boivin","","Primulaceae","Glaux maritima var. angustifolia"
"GLMA","GLMAM2","Glaux maritima L. var. macrophylla B. Boivin","","Primulaceae","Glaux maritima var. macrophylla"
"GLMA","GLMAO","Glaux maritima L. var. obtusifolia Fernald","","Primulaceae","Glaux maritima var. obtusifolia"
"GLMA","LYMA11","Lysimachia maritima (L.) Galasso, Banfi & Soldano","","Primulaceae","Lysimachia maritima"
"GLOC","","Glyceria ×occidentalis (Piper) J.C. Nelson","northwestern mannagrass","Poaceae","Glyceria"
"GLOSS","","Glossopetalon A. Gray","greasebush","Crossosomataceae","Glossopetalon"
"GLSP","","Glossopetalon spinescens A. Gray","spiny greasebush","Crossosomataceae","Glossopetalon spinescens"
"GLSPA","","Glossopetalon spinescens A. Gray var. aridum M.E. Jones","spiny greasebush","Crossosomataceae","Glossopetalon spinescens var. aridum"
"GLSPA","FOAR","Forsellesia arida (M.E. Jones) A. Heller","","Crossosomataceae","Forsellesia arida"
"GLSPA","FONE2","Forsellesia nevadensis (A. Gray) Greene","","Crossosomataceae","Forsellesia nevadensis"
"GLSPA","FOST","Forsellesia stipulifera (H. St. John) Ensign","","Crossosomataceae","Forsellesia stipulifera"
"GLSPA","GLNE","Glossopetalon nevadense A. Gray","","Crossosomataceae","Glossopetalon nevadense"
"GLSPA","GLNES2","Glossopetalon nevadense A. Gray var. stipuliferum (H. St. John) C.L. Hitchc.","","Crossosomataceae","Glossopetalon nevadense var. stipuliferum"
"GLSPA","GLST2","Glossopetalon stipuliferum H. St. John","","Crossosomataceae","Glossopetalon stipuliferum"
"GLST","","Glyceria striata (Lam.) Hitchc.","fowl mannagrass","Poaceae","Glyceria striata"
"GLST","GLEL","Glyceria elata (Nash ex Rydb.) M.E. Jones","","Poaceae","Glyceria elata"
"GLST","GLNE2","Glyceria nervata (Willd.) Trin.","","Poaceae","Glyceria nervata"
"GLST","GLSTS3","Glyceria striata (Lam.) Hitchc. ssp. stricta (Scribn.) Hultén","","Poaceae","Glyceria striata ssp. stricta"
"GLST","GLSTS","Glyceria striata (Lam.) Hitchc. var. stricta (Scribn.) Fernald","","Poaceae","Glyceria striata var. stricta"
"GLST","PANE5","Panicularia nervata (Willd.) Kuntze","","Poaceae","Panicularia nervata"
"GLST","PAST9","Panicularia striata (Lam.) Hitchc.","","Poaceae","Panicularia striata"
"GLYCE","","Glyceria R. Br.","mannagrass","Poaceae","Glyceria"
"GLYCY","","Glycyrrhiza L.","licorice","Fabaceae","Glycyrrhiza"
"GNAPH","","Gnaphalium L.","cudweed","Asteraceae","Gnaphalium"
"GNPA","","Gnaphalium palustre Nutt.","western marsh cudweed","Asteraceae","Gnaphalium palustre"
"GNPA","FIPA3","Filaginella palustris (Nutt.) Holub","","Asteraceae","Filaginella palustris"
"GNUL","","Gnaphalium uliginosum L.","marsh cudweed","Asteraceae","Gnaphalium uliginosum"
"GNUL","FIUL2","Filaginella uliginosa (L.) Opiz","","Asteraceae","Filaginella uliginosa"
"GOOB2","","Goodyera oblongifolia Raf.","western rattlesnake plantain","Orchidaceae","Goodyera oblongifolia"
"GOOB2","GODE5","Goodyera decipiens (Hook.) F.T. Hubbard","","Orchidaceae","Goodyera decipiens"
"GOOB2","GOOBR","Goodyera oblongifolia Raf. var. reticulata B. Boivin","","Orchidaceae","Goodyera oblongifolia var. reticulata"
"GOOB2","PEDE14","Peramium decipiens (Hook.) Piper","","Orchidaceae","Peramium decipiens"
"GOOB2","PEME61","Peramium menziesii Lindl.","","Orchidaceae","Peramium menziesii"
"GOODY","","Goodyera R. Br.","rattlesnake plantain","Orchidaceae","Goodyera"
"GRATI","","Gratiola L.","hedgehyssop","Scrophulariaceae","Gratiola"
"GRAYI","","Grayia Hook. & Arn.","hopsage","Chenopodiaceae","Grayia"
"GRCO","","Grindelia columbiana (Piper) Rydb.","Columbia River gumweed","Asteraceae","Grindelia columbiana"
"GRCO","GRNAC","Grindelia nana Nutt. ssp. columbiana Piper","","Asteraceae","Grindelia nana ssp. columbiana"
"GRCO","GRNAD","Grindelia nana Nutt. var. discoidea (Nutt.) A. Gray","","Asteraceae","Grindelia nana var. discoidea"
"GREB","","Gratiola ebracteata Benth. ex A. DC.","bractless hedgehyssop","Scrophulariaceae","Gratiola ebracteata"
"GRIMM2","","Grimmia Hedw.","grimmia dry rock moss","Grimmiaceae","Grimmia"
"GRIN","","Grindelia integrifolia DC.","Puget Sound gumweed","Asteraceae","Grindelia integrifolia"
"GRIND","","Grindelia Willd.","gumweed","Asteraceae","Grindelia"
"GRLO2","","Grimmia longirostris Hook.","grimmia dry rock moss","Grimmiaceae","Grimmia longirostris"
"GRLO2","GRAF70","Grimmia affinis Hornsch.","","Grimmiaceae","Grimmia affinis"
"GRNA","","Grindelia nana Nutt.","Idaho gumweed","Asteraceae","Grindelia nana"
"GRNAI","","Grindelia nana Nutt. var. integerrima (Rydb.) Steyerm.","Idaho gumweed","Asteraceae","Grindelia nana var. integerrima"
"GRNAN","","Grindelia nana Nutt. var. nana","Idaho gumweed","Asteraceae","Grindelia nana var. nana"
"GRNAN","GRNAI2","Grindelia nana Nutt. var. integrifolia Nutt.","","Asteraceae","Grindelia nana var. integrifolia"
"GRNAN","GRSQI","Grindelia squarrosa (Pursh) Dunal var. integrifolia (Nutt.) B. Boivin","","Asteraceae","Grindelia squarrosa var. integrifolia"
"GRNE","","Gratiola neglecta Torr.","clammy hedgehyssop","Scrophulariaceae","Gratiola neglecta"
"GRNE","GRNEG","Gratiola neglecta Torr. var. glaberrima Fernald","","Scrophulariaceae","Gratiola neglecta var. glaberrima"
"GRSP","","Grayia spinosa (Hook.) Moq.","spiny hopsage","Chenopodiaceae","Grayia spinosa"
"GRSP","ATGR3","Atriplex grayi Collotzi ex W.A. Weber","","Chenopodiaceae","Atriplex grayi"
"GRSP","ATSP2","Atriplex spinosa (Hook.) Collotzi","","Chenopodiaceae","Atriplex spinosa"
"GRSQ","","Grindelia squarrosa (Pursh) Dunal","curlycup gumweed","Asteraceae","Grindelia squarrosa"
"GRSQQ","","Grindelia squarrosa (Pursh) Dunal var. quasiperennis Lunell","curlycup gumweed","Asteraceae","Grindelia squarrosa var. quasiperennis"
"GRSQQ","GRPE2","Grindelia perennis A. Nelson","","Asteraceae","Grindelia perennis"
"GRSQS","","Grindelia squarrosa (Pursh) Dunal var. serrulata (Rydb.) Steyerm.","curlycup gumweed","Asteraceae","Grindelia squarrosa var. serrulata"
"GRSQS","GRSE4","Grindelia serrulata Rydb.","","Asteraceae","Grindelia serrulata"
"GRSQS2","","Grindelia squarrosa (Pursh) Dunal var. squarrosa","curlycup gumweed","Asteraceae","Grindelia squarrosa var. squarrosa"
"GRST3","","Grindelia stricta DC.","Oregon gumweed","Asteraceae","Grindelia stricta"
"GRSTS2","","Grindelia stricta DC. var. stricta","Oregon gumweed","Asteraceae","Grindelia stricta var. stricta"
"GRSTS2","GRAR4","Grindelia arenicola Steyerm.","","Asteraceae","Grindelia arenicola"
"GRSTS2","GRINM","Grindelia integrifolia DC. var. macrophylla (Greene) Cronquist","","Asteraceae","Grindelia integrifolia var. macrophylla"
"GRSTS2","GRSTB","Grindelia stricta DC. ssp. blakei (Steyerm.) D.D. Keck","","Asteraceae","Grindelia stricta ssp. blakei"
"GUILL2","","Guillenia Greene","mustard","Brassicaceae","Guillenia"
"GULA4","","Guillenia lasiophylla (Hook. & Arn.) Greene","California mustard","Brassicaceae","Guillenia lasiophylla"
"GULA4","CALA35","Caulanthus lasiophyllus (Hook. & Arn.) Payson","","Brassicaceae","Caulanthus lasiophyllus"
"GULA4","CALAI","Caulanthus lasiophyllus (Hook. & Arn.) Payson var. inalienus (B.L. Rob.) Payson","","Brassicaceae","Caulanthus lasiophyllus var. inalienus"
"GULA4","CALAR","Caulanthus lasiophyllus (Hook. & Arn.) Payson var. rigidus (Greene) Payson","","Brassicaceae","Caulanthus lasiophyllus var. rigidus"
"GULA4","CALAU","Caulanthus lasiophyllus (Hook. & Arn.) Payson var. utahensis (Rydb.) Payson","","Brassicaceae","Caulanthus lasiophyllus var. utahensis"
"GULA4","CAST14","Caulanthus stenocarpus Payson","","Brassicaceae","Caulanthus stenocarpus"
"GULA4","THLA5","Thelypodium lasiophyllum (Hook. & Arn.) Greene","","Brassicaceae","Thelypodium lasiophyllum"
"GULA4","THLAI","Thelypodium lasiophyllum (Hook. & Arn.) Greene var. inalienum B.L. Rob.","","Brassicaceae","Thelypodium lasiophyllum var. inalienum"
"GULA4","THLAR3","Thelypodium lasiophyllum (Hook. & Arn.) Greene var. rigidum (Greene) B.L. Rob.","","Brassicaceae","Thelypodium lasiophyllum var. rigidum"
"GULA4","THLAU","Thelypodium lasiophyllum (Hook. & Arn.) Greene var. utahense (Rydb.) Jeps.","","Brassicaceae","Thelypodium lasiophyllum var. utahense"
"GULA4","THRI","Thelypodium rigidum Greene","","Brassicaceae","Thelypodium rigidum"
"GULA4","THUT","Thelypodium utahense Rydb.","","Brassicaceae","Thelypodium utahense"
"GUSA2","","Gutierrezia sarothrae (Pursh) Britton & Rusby","broom snakeweed","Asteraceae","Gutierrezia sarothrae"
"GUSA2","GUDI3","Gutierrezia diversifolia Greene","","Asteraceae","Gutierrezia diversifolia"
"GUSA2","GULE","Gutierrezia lepidota Greene","","Asteraceae","Gutierrezia lepidota"
"GUSA2","GULI2","Gutierrezia linearifolia Lag.","","Asteraceae","Gutierrezia linearifolia"
"GUSA2","GULI3","Gutierrezia linearis Rydb.","","Asteraceae","Gutierrezia linearis"
"GUSA2","GULI4","Gutierrezia linoides Greene","","Asteraceae","Gutierrezia linoides"
"GUSA2","GULO3","Gutierrezia longipappa S.F. Blake","","Asteraceae","Gutierrezia longipappa"
"GUSA2","GUPO2","Gutierrezia pomariensis (S.L. Welsh) S.L. Welsh","","Asteraceae","Gutierrezia pomariensis"
"GUSA2","GUSAP","Gutierrezia sarothrae (Pursh) Britton & Rusby var. pomariensis S.L. Welsh","","Asteraceae","Gutierrezia sarothrae var. pomariensis"
"GUSA2","GUTE3","Gutierrezia tenuis Greene","","Asteraceae","Gutierrezia tenuis"
"GUSA2","SOSA5","Solidago sarothrae Pursh","","Asteraceae","Solidago sarothrae"
"GUSA2","XASA4","Xanthocephalum sarothrae (Pursh) Shinners","","Asteraceae","Xanthocephalum sarothrae"
"GUSA2","XASAP","Xanthocephalum sarothrae (Pursh) Shinners var. pomariense (S.L. Welsh) S.L. Welsh","","Asteraceae","Xanthocephalum sarothrae var. pomariense"
"GUSA2","XATE2","Xanthocephalum tenue (Greene) Shinners","","Asteraceae","Xanthocephalum tenue"
"GUTIE","","Gutierrezia Lag.","snakeweed","Asteraceae","Gutierrezia"
"GYBR2","","Gymnocarpium ×brittonianum (Sarvela) Pryer & Haufler [disjunctum × dryopteris]","oakfern","Dryopteridaceae","Gymnocarpium dryopteris]"
"GYDI2","","Gymnocarpium disjunctum (Rupr.) Ching","Pacific oakfern","Dryopteridaceae","Gymnocarpium disjunctum"
"GYDI2","DRDI3","Dryopteris disjuncta (Rupr.) Morton","","Dryopteridaceae","Dryopteris disjuncta"
"GYDI2","GYDRD","Gymnocarpium dryopteris (L.) Newman ssp. disjunctum (Rupr.) Sarvela","","Dryopteridaceae","Gymnocarpium dryopteris ssp. disjunctum"
"GYDI2","GYDRD2","Gymnocarpium dryopteris (L.) Newman var. disjunctum (Rupr.) Ching","","Dryopteridaceae","Gymnocarpium dryopteris var. disjunctum"
"GYDR","","Gymnocarpium dryopteris (L.) Newman","western oakfern","Dryopteridaceae","Gymnocarpium dryopteris"
"GYDR","DRDR2","Dryopteris dryopteris (L.) Britton, nom. inval.","","Dryopteridaceae","Dryopteris dryopteris nom. inval."
"GYDR","DRLI2","Dryopteris linnaeana C. Chr.","","Dryopteridaceae","Dryopteris linnaeana"
"GYDR","PHDR3","Phegopteris dryopteris (L.) Fée","","Dryopteridaceae","Phegopteris dryopteris"
"GYDR","THDR","Thelypteris dryopteris (L.) Slosson","","Dryopteridaceae","Thelypteris dryopteris"
"GYMNO","","Gymnocarpium Newman","oakfern","Dryopteridaceae","Gymnocarpium"
"GYPA","","Gypsophila paniculata L.","baby's breath","Caryophyllaceae","Gypsophila paniculata"
"GYPA","GYPAP","Gypsophila paniculata L. var. paniculata","","Caryophyllaceae","Gypsophila paniculata var. paniculata"
"GYPSO","","Gypsophila L.","baby's breath","Caryophyllaceae","Gypsophila"
"HACI2","","Hackelia cinerea (Piper) I.M. Johnst.","gray stickseed","Boraginaceae","Hackelia cinerea"
"HACI4","","Hackelia ciliata (Douglas ex Lehm.) I.M. Johnst.","Okanogan stickseed","Boraginaceae","Hackelia ciliata"
"HACKE","","Hackelia Opiz","stickseed","Boraginaceae","Hackelia"
"HADE","","Hackelia deflexa (Wahlenb.) Opiz","nodding stickseed","Boraginaceae","Hackelia deflexa"
"HADEA","","Hackelia deflexa (Wahlenb.) Opiz var. americana (A. Gray) Fernald & I.M. Johnst.","American stickseed","Boraginaceae","Hackelia deflexa var. americana"
"HADEA","HAAM2","Hackelia americana (A. Gray) Fernald","","Boraginaceae","Hackelia americana"
"HADEA","HADEA2","Hackelia deflexa (Wahlenb.) Opiz ssp. americana (A. Gray) Á. Löve & D. Löve","","Boraginaceae","Hackelia deflexa ssp. americana"
"HADEA","LAAM4","Lappula americana (A. Gray) Rydb.","","Boraginaceae","Lappula americana"
"HADEA","LADE9","Lappula deflexa (Wahlenb.) Garcke p.p.","","Boraginaceae","Lappula deflexa p.p."
"HADEA","LADEA","Lappula deflexa (Wahlenb.) Garcke ssp. americana (A. Gray) Hultén","","Boraginaceae","Lappula deflexa ssp. americana"
"HADEA","LADEA2","Lappula deflexa (Wahlenb.) Garcke var. americana (A. Gray) Greene","","Boraginaceae","Lappula deflexa var. americana"
"HADI2","","Hackelia diffusa (Lehm.) I.M. Johnst.","spreading stickseed","Boraginaceae","Hackelia diffusa"
"HADIA","","Hackelia diffusa (Lehm.) I.M. Johnst. var. arida (Piper) R.L. Carr","sagebrush stickseed","Boraginaceae","Hackelia diffusa var. arida"
"HADIA","HAAR3","Hackelia arida (Piper) I.M. Johnst.","","Boraginaceae","Hackelia arida"
"HADIA","LAAR5","Lappula arida Piper","","Boraginaceae","Lappula arida"
"HADIC","","Hackelia diffusa (Lehm.) I.M. Johnst. var. cottonii (Piper) R.L. Carr","Cotton's stickseed","Boraginaceae","Hackelia diffusa var. cottonii"
"HADID","","Hackelia diffusa (Lehm.) I.M. Johnst. var. diffusa","spreading stickseed","Boraginaceae","Hackelia diffusa var. diffusa"
"HADID","HASA4","Hackelia saxatilis (Piper) Brand","","Boraginaceae","Hackelia saxatilis"
"HADID","LADI7","Lappula diffusa (Lehm.) Greene","","Boraginaceae","Lappula diffusa"
"HAFL2","","Hackelia floribunda (Lehm.) I.M. Johnst.","manyflower stickseed","Boraginaceae","Hackelia floribunda"
"HAFL2","HALE4","Hackelia leptophylla (Rydb.) I.M. Johnst.","","Boraginaceae","Hackelia leptophylla"
"HAFL2","LAFL5","Lappula floribunda (Lehm.) Greene","","Boraginaceae","Lappula floribunda"
"HAGL","","Halogeton glomeratus (M. Bieb.) C.A. Mey.","halegeton","Chenopodiaceae","Halogeton glomeratus"
"HAHI3","","Hackelia hispida (A. Gray) I.M. Johnst.","showy stickseed","Boraginaceae","Hackelia hispida"
"HAHID","","Hackelia hispida (A. Gray) I.M. Johnst. var. disjuncta R.L. Carr","rough stickseed","Boraginaceae","Hackelia hispida var. disjuncta"
"HAHIH","","Hackelia hispida (A. Gray) I.M. Johnst. var. hispida","showy stickseed","Boraginaceae","Hackelia hispida var. hispida"
"HAHIH","LAHI6","Lappula hispida (A. Gray) Greene","","Boraginaceae","Lappula hispida"
"HALIM","","Halimolobos Tausch","fissurewort","Brassicaceae","Halimolobos"
"HALOG","","Halogeton C.A. Mey.","saltlover","Chenopodiaceae","Halogeton"
"HAMI","","Hackelia micrantha (Eastw.) J.L. Gentry","Jessica sticktight","Boraginaceae","Hackelia micrantha"
"HAMI","HAJE","Hackelia jessicae (McGregor) Brand","","Boraginaceae","Hackelia jessicae"
"HAPE2","","Halimolobos perplexa (L.F. Hend.) Rollins","perplexed halimolobos","Brassicaceae","Halimolobos perplexa"
"HAPEP","","Halimolobos perplexa (L.F. Hend.) Rollins var. perplexa","perplexed halimolobos","Brassicaceae","Halimolobos perplexa var. perplexa"
"HARRI3","","Harrimanella Coville","harrimanella","Ericaceae","Harrimanella"
"HAST3","","Harrimanella stelleriana (Pall.) Coville","Alaska bellheather","Ericaceae","Harrimanella stelleriana"
"HAST3","CAST33","Cassiope stelleriana (Pall.) DC.","","Ericaceae","Cassiope stelleriana"
"HAVE4","","Hackelia venusta (Piper) H. St. John","lesser showy stickseed","Boraginaceae","Hackelia venusta"
"HAWH","","Halimolobos whitedii (Piper) Rollins","Whited's fissurewort","Brassicaceae","Halimolobos whitedii"
"HAWH","ARWH2","Arabis whitedii Piper","","Brassicaceae","Arabis whitedii"
"HEAN3","","Helianthus annuus L.","common sunflower","Asteraceae","Helianthus annuus"
"HEAN3","HEANJ","Helianthus annuus L. ssp. jaegeri (Heiser) Heiser","","Asteraceae","Helianthus annuus ssp. jaegeri"
"HEAN3","HEANL","Helianthus annuus L. ssp. lenticularis (Douglas ex Lindl.) Cockerell","","Asteraceae","Helianthus annuus ssp. lenticularis"
"HEAN3","HEANT","Helianthus annuus L. ssp. texanus Heiser","","Asteraceae","Helianthus annuus ssp. texanus"
"HEAN3","HEANL2","Helianthus annuus L. var. lenticularis (Douglas ex Lindl.) Steyerm.","","Asteraceae","Helianthus annuus var. lenticularis"
"HEAN3","HEANM","Helianthus annuus L. var. macrocarpus (DC.) Cockerell","","Asteraceae","Helianthus annuus var. macrocarpus"
"HEAN3","HEANT2","Helianthus annuus L. var. texanus (Heiser) Shinners","","Asteraceae","Helianthus annuus var. texanus"
"HEAN3","HEAR14","Helianthus aridus Rydb.","","Asteraceae","Helianthus aridus"
"HEAN3","HELE5","Helianthus lenticularis Douglas ex Lindl.","","Asteraceae","Helianthus lenticularis"
"HEAU","","Helenium autumnale L.","common sneezeweed","Asteraceae","Helenium autumnale"
"HEAUG","","Helenium autumnale L. var. grandiflorum (Nutt.) Torr. & A. Gray","fall sneezeweed","Asteraceae","Helenium autumnale var. grandiflorum"
"HEAUG","HEMA12","Helenium macranthum Rydb.","","Asteraceae","Helenium macranthum"
"HEAUM","","Helenium autumnale L. var. montanum (Nutt.) Fernald","mountain sneezeweed","Asteraceae","Helenium autumnale var. montanum"
"HEAUM","HEMO9","Helenium montanum Nutt.","","Asteraceae","Helenium montanum"
"HEBA2","","Heterotheca barbata (Rydb.) Semple","Spokane false goldenaster","Asteraceae","Heterotheca barbata"
"HEBA2","CHBA3","Chrysopsis barbata Rydb.","","Asteraceae","Chrysopsis barbata"
"HEBO","","Hedysarum boreale Nutt.","northern sweetvetch","Fabaceae","Hedysarum boreale"
"HEBOM","","Hedysarum boreale Nutt. ssp. mackenziei (Richardson) S.L. Welsh","northern sweetvetch","Fabaceae","Hedysarum boreale ssp. mackenziei"
"HEBOM","HEBOM3","Hedysarum boreale Nutt. var. mackenziei (Richardson) C.L. Hitchc.","","Fabaceae","Hedysarum boreale var. mackenziei"
"HEBOM","HEMA","Hedysarum mackenziei Richardson","","Fabaceae","Hedysarum mackenziei"
"HECA7","","Hesperochiron californicus (Benth.) S. Watson","California hesperochiron","Hydrophyllaceae","Hesperochiron californicus"
"HECA7","HECAI","Hesperochiron californicus (Benth.) S. Watson var. incanus (Greene) Brand","","Hydrophyllaceae","Hesperochiron californicus var. incanus"
"HECA7","HECAW","Hesperochiron californicus (Benth.) S. Watson var. watsonianus (Greene) Brand","","Hydrophyllaceae","Hesperochiron californicus var. watsonianus"
"HECA7","HELA14","Hesperochiron lasianthus (Greene) H. St. John","","Hydrophyllaceae","Hesperochiron lasianthus"
"HECH","","Heuchera chlorantha Piper","tall alumroot","Saxifragaceae","Heuchera chlorantha"
"HECI","","Helianthus ciliaris DC.","Texas blueweed","Asteraceae","Helianthus ciliaris"
"HECO26","","Hesperostipa comata (Trin. & Rupr.) Barkworth","needle and thread","Poaceae","Hesperostipa comata"
"HECO6","","Hemitomes congestum A. Gray","coneplant","Monotropaceae","Hemitomes congestum"
"HECO6","NECO10","Newberrya congesta Torr.","","Monotropaceae","Newberrya congesta"
"HECOC8","","Hesperostipa comata (Trin. & Rupr.) Barkworth ssp. comata","needle and thread","Poaceae","Hesperostipa comata ssp. comata"
"HECOC8","HECOC9","Hesperostipa comata (Trin. & Rupr.) Barkworth var. comata","","Poaceae","Hesperostipa comata var. comata"
"HECOC8","STCO4","Stipa comata Trin. & Rupr.","","Poaceae","Stipa comata"
"HECOC8","STCOI2","Stipa comata Trin. & Rupr. ssp. intonsa Piper","","Poaceae","Stipa comata ssp. intonsa"
"HECOC8","STCOC2","Stipa comata Trin. & Rupr. var. comata","","Poaceae","Stipa comata var. comata"
"HECOI","","Hesperostipa comata (Trin. & Rupr.) Barkworth ssp. intermedia (Scribn. & Tweedy) Barkworth","intermediate needle and thread","Poaceae","Hesperostipa comata ssp. intermedia"
"HECOI","HECOI2","Hesperostipa comata (Trin. & Rupr.) Barkworth var. intermedia (Scribn. & Tweedy) Dorn","","Poaceae","Hesperostipa comata var. intermedia"
"HECOI","STCOF","Stipa comata Trin. & Rupr. var. falcata B. Boivin p.p.","","Poaceae","Stipa comata var. falcata p.p."
"HECOI","STCOI","Stipa comata Trin. & Rupr. var. intermedia Scribn. & Tweedy","","Poaceae","Stipa comata var. intermedia"
"HECOI","STCOS","Stipa comata Trin. & Rupr. var. suksdorfii H. St. John","","Poaceae","Stipa comata var. suksdorfii"
"HECU2","","Helianthus cusickii A. Gray","Cusick's sunflower","Asteraceae","Helianthus cusickii"
"HECU3","","Heliotropium curassavicum L.","salt heliotrope","Boraginaceae","Heliotropium curassavicum"
"HECUO2","","Heliotropium curassavicum L. var. obovatum DC.","seaside heliotrope","Boraginaceae","Heliotropium curassavicum var. obovatum"
"HECUO2","HESP2","Heliotropium spathulatum Rydb.","","Boraginaceae","Heliotropium spathulatum"
"HECY2","","Heuchera cylindrica Douglas ex Hook.","roundleaf alumroot","Saxifragaceae","Heuchera cylindrica"
"HECYA","","Heuchera cylindrica Douglas ex Hook. var. alpina Sw.","alpine alumroot","Saxifragaceae","Heuchera cylindrica var. alpina"
"HECYA","HECYO2","Heuchera cylindrica Douglas ex Hook. var. ovalifolia (Nutt. ex Torr. & A. Gray) Wheelock","","Saxifragaceae","Heuchera cylindrica var. ovalifolia"
"HECYA","HEOV","Heuchera ovalifolia Nutt. ex Torr. & A. Gray","","Saxifragaceae","Heuchera ovalifolia"
"HECYA","HEOVT","Heuchera ovalifolia Nutt. ex Torr. & A. Gray var. thompsonii Rosend., Butters & Lakela","","Saxifragaceae","Heuchera ovalifolia var. thompsonii"
"HECYC","","Heuchera cylindrica Douglas ex Hook. var. cylindrica","roundleaf alumroot","Saxifragaceae","Heuchera cylindrica var. cylindrica"
"HECYC","HECYS2","Heuchera cylindrica Douglas ex Hook. var. suksdorfii (Rydb.) Dorn","","Saxifragaceae","Heuchera cylindrica var. suksdorfii"
"HECYC","HESA8","Heuchera saxicola E.E. Nelson","","Saxifragaceae","Heuchera saxicola"
"HECYC","HESU9","Heuchera suksdorfii Rydb.","","Saxifragaceae","Heuchera suksdorfii"
"HECYG","","Heuchera cylindrica Douglas ex Hook. var. glabella (Torr. & A. Gray) Wheelock","beautiful alumroot","Saxifragaceae","Heuchera cylindrica var. glabella"
"HECYG","HEGL13","Heuchera glabella Torr. & A. Gray","","Saxifragaceae","Heuchera glabella"
"HECYO","","Heuchera cylindrica Douglas ex Hook. var. orbicularis (Rosend., Butters & Lakela) Calder & Savile","poker alumroot","Saxifragaceae","Heuchera cylindrica var. orbicularis"
"HECYO","HEOVO","Heuchera ovalifolia Nutt. ex Torr. & A. Gray var. orbicularis Rosend., Butters & Lakela","","Saxifragaceae","Heuchera ovalifolia var. orbicularis"
"HECYS","","Heuchera cylindrica Douglas ex Hook. var. septentrionalis Rosend., Butters & Lakela","roundleaf alumroot","Saxifragaceae","Heuchera cylindrica var. septentrionalis"
"HEDER","","Hedera L.","ivy","Araliaceae","Hedera"
"HEDU2","","Heteranthera dubia (Jacq.) MacMill.","grassleaf mudplantain","Pontederiaceae","Heteranthera dubia"
"HEDU2","HEGR13","Heteranthera graminea (Michx.) Vahl","","Pontederiaceae","Heteranthera graminea"
"HEDU2","HELI3","Heteranthera liebmannii (Buchenau ex Magnus) Shinners","","Pontederiaceae","Heteranthera liebmannii"
"HEDU2","ZODU","Zosterella dubia (Jacq.) Small","","Pontederiaceae","Zosterella dubia"
"HEDU2","ZOLO","Zosterella longituba Alexander","","Pontederiaceae","Zosterella longituba"
"HEDYS","","Hedysarum L.","sweetvetch","Fabaceae","Hedysarum"
"HEFO8","","Helleborus foetidus L.","setterwort","Ranunculaceae","Helleborus foetidus"
"HEFU","","Hemerocallis fulva (L.) L.","orange daylily","Liliaceae","Hemerocallis fulva"
"HEFU","HEFUF3","Hemerocallis fulva (L.) L. var. fulva","","Liliaceae","Hemerocallis fulva var. fulva"
"HEFU","HEFUK","Hemerocallis fulva (L.) L. var. kwanso Regel","","Liliaceae","Hemerocallis fulva var. kwanso"
"HEFU","HEFUR2","Hemerocallis fulva (L.) L. var. rosea Stout","","Liliaceae","Hemerocallis fulva var. rosea"
"HEGL5","","Heuchera glabra Willd. ex Roem. & Schult.","alpine heuchera","Saxifragaceae","Heuchera glabra"
"HEGR4","","Helianthus grosseserratus M. Martens","sawtooth sunflower","Asteraceae","Helianthus grosseserratus"
