ID	ModifiedOn	Contributors	InformalClassification	Family	TaxonID	TaxonName	SeeAlso	NameRank	Hybrid	TerminalTaxon	Excluded	Peripheral	Waif	Endemic	Extirpated	OriginCode	Origin	Distribution	Voucher	Comments
151	2009-03-03 08:22:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Polypodiaceae	33365	Polypodium hesperium		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA2: "Using morphologic and chromosomal data, F. A. Lang (1971) proposed that Polypodium hesperium originated through allotetraploidy involving P . glycyrrhiza and P . amorphum , a hypothesis recently supported by electrophoretic studies (C. H. Haufler, M. D. Windham, and E. W. Rabe, unpublished). Variations in spore surface morphology and banding patterns observed in isozyme studies indicate that P . hesperium may have originated more than once from different individuals of the same species. Some collections of P . hesperium can be mistaken for P . glycyrrhiza , but the latter species is easily distinguished by its pubescent rachises, linear blade scales, and smaller spores (less than 58 Âµm). Although P . amorphum has sporangiasters and P . hesperium lacks them, misshapen sporangia in P . hesperium can mimic these distinctive soral structures. Therefore, it is often necessary to use a combination of soral, stem scale, and blade scale features (discussed in the key) to separate P . hesperium from P . amorphum . Hybridization occurs between P . hesperium and each of its progenitor diploids to form triploid individuals with misshapen spores (F. A. Lang 1971). Rare, sterile, tetraploid hybrids with P . saximontanum have also been detected (M. D. Windham, unpublished)."
152	2009-03-03 08:25:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Polypodiaceae	33376	Polypodium scouleri		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA2: "The distinctive Polypodium scouleri has occasionally been assigned to the genus Goniophlebium because of its anastomosing venation and conspicuous areoles. Its venation pattern can be quite variable, however, and cannot be used as the sole feature distinguishing P . scouleri from P . californicum . Combining venation characteristics with others provided in the key distinguishes it clearly from its congeners in Polypodium . Some evidence suggests that P . scouleri hybridizes with P . californicum (S. A. Whitmore, unpubl.). I. Manton (1951) reported diploid and triploid cytotypes for P . scouleri , and variation in spore size suggests that the species may also include tetraploid populations."
153	2018-05-02 22:04:00		Vascular Plants: Ferns and Lycophytes	Pteridaceae	33422	Adiantum		genus		N	N	N	N	N	N	N	Native			
154	2015-03-04 17:24:00	David Giblin	Vascular Plants: Ferns and Lycophytes	Pteridaceae	33423	Adiantum aleuticum		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	The combination A. aleuticum var. subpumilum has been published (Alverson, American Fern Journal, 100(4):230-233. 2010), so the full combination here can be var. aleuticum if one recognizes the distinctiveness of var. subpumilum.<br><br>FNA2: "Although the western maidenhair has traditionally been interpreted as an infraspecific variant of Adiantum pedatum , the two taxa are reproductively isolated and differ in an array of morphologic characteristics. Therefore, they are more appropriately considered separate species (C. A. Paris and M. D. Windham 1988). Morphologic differences between A . pedatum and A . aleuticum are subtle; the two may be separated, however, using characteristics in the key. Adiantum aleuticum occurs in a variety of habitats throughout its range, from moist, wooded ravines to stark serpentine barrens and from coastal cliffs to subalpine boulder fields. Although morphologic differences exist among populations in these diverse habitats, they are not consistent. Consequently, infraspecific taxa are not recognized here within A. aleuticum."
155	2018-08-15 09:36:00		Vascular Plants: Ferns and Lycophytes	Pteridaceae	33426	Adiantum aleuticum var. aleuticum		infraspecies		Y	N	N	N	N	N	N	Native			
156	2018-05-02 22:04:00		Vascular Plants: Ferns and Lycophytes	Pteridaceae	33521	Aspidotis		genus		N	N	N	N	N	N	N	Native			
157	2009-03-02 08:16:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Pteridaceae	33527	Aspidotis densa		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
158	2018-05-02 22:04:00		Vascular Plants: Ferns and Lycophytes	Pteridaceae	33584	Cryptogramma		genus		N	N	N	N	N	N	N	Native			
159	2009-03-02 08:26:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Pteridaceae	33585	Cryptogramma acrostichoides	Cryptogramma cascadensis	species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA2: "Cryptogramma acrostichoides has often been treated as a variety or subspecies of the strictly European Cryptogramma crispa (Linneaus) R. Brown, which has a chromosome number of 2 n = 120."
160	2009-03-02 08:28:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Pteridaceae	33588	Cryptogramma cascadensis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA2: "Populations of Cryptogramma cascadensis were previously identified as C . acrostichoides."
161	2009-03-02 08:29:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Pteridaceae	33594	Cryptogramma stelleri		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
162	2018-05-02 22:04:00		Vascular Plants: Ferns and Lycophytes	Pteridaceae	33681	Myriopteris		genus		N	N	N	N	N	N	N	Native			
163	2018-03-13 14:11:00	David Giblin	Vascular Plants: Ferns and Lycophytes	Pteridaceae	33720	Myriopteris gracilis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	Reports of Cheilanthes lanosa (Michx.) D.C.  Eaton from the Olympic Peninsula (VPPN1) have not been confirmed by FNA or Buckingham et al. (1995).<br><br>FNA2: "Cheilanthes feei is an apogamous triploid of unknown parentage. It has small, beadlike blade segments similar to those of subg. Physapteris , but most morphological characteristics suggest a clear relationship to members of subg. Cheilanthes (T. Reeves 1979). The species is most often confused with C . parryi , from which it can be distinguished by its thinner, sparser pubescence and smaller ultimate segments."
164	2017-05-15 10:36:00	David Giblin	Vascular Plants: Ferns and Lycophytes	Pteridaceae	33724	Myriopteris gracillima		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA2: "Cheilanthes gracillima is a well-marked species, but it apparently hybridizes with C . intertexta (see reticulogram) to produce plants of intermediate morphology with malformed spores that have been called C . gracillima var. aberrans M. E. Jones (A. R. Smith 1974)."
165	2018-05-02 22:04:00		Vascular Plants: Ferns and Lycophytes	Pteridaceae	33876	Pellaea		genus		N	N	N	N	N	N	N	Native			
166	2009-03-02 09:00:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Pteridaceae	33886	Pellaea brachyptera		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA2: "The distinctive Pellaea brachyptera reportedly hybridizes with P . mucronata (A. F. Tryon 1957; D. B. Lellinger 1985); the hybrids are morphologically intermediate plants with malformed spores."
167	2009-03-02 09:08:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Pteridaceae	33888	Pellaea breweri		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA2: "Pellaea breweri is distinguished from other North American taxa (except for some populations of P . glabella ) by the presence of prominent articulation lines near the base of the petiole. The leaves are easily detached, and many herbarium specimens consist of separate leaves and stems, the latter covered with petiole bases of approximately equal length."
168	2012-06-13 09:16:00	David Giblin	Vascular Plants: Ferns and Lycophytes	Pteridaceae	33895	Pellaea gastonyi		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"RM"}	The specimen at RM was annotated by Michael Windham, author of the taxon, in 2006.<br><br>FNA2: "Pellaea gastonyi is an apogamous tetraploid that has originated through repeated hybridization between P . atropurpurea and P . glabella . Isozyme studies (G. J. Gastony 1988) indicate that P . glabella subsp. missouriensis was the diploid parent of plants found in Missouri, whereas diploid P . glabella subsp. occidentalis was involved in the origin of P . gastonyi populations occurring in western North America. Pellaea gastonyi is most often confused with P . atropurpurea , from which it differs in having sparsely villous rachises, smaller ultimate segments, and spores averaging more than 62 Âµm in diameter."
169	2018-05-02 22:04:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Pteridaceae	33896	Pellaea glabella		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
170	2018-08-15 09:36:00		Vascular Plants: Ferns and Lycophytes	Pteridaceae	33902	Pellaea glabella ssp. occidentalis		infraspecies		Y	N	Y	N	N	N	N	Native			
171	2009-03-02 09:11:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Pteridaceae	33908	Pellaea glabella ssp. simplex		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA2: "This western counterpart of Pellaea glabella subsp. glabella is an apogamous tetraploid. A. F. Tryon (1957) and D. B. Lellinger (1985) hypothesized that it might have arisen as a hybrid between the western diploid member of the P . glabella complex (here called subsp. occidentalis ) and P . atropurpurea . G. J. Gastony (1988) has shown conclusively, however, that P . glabella subsp. simplex is an autopolyploid derivative of subsp. occidentalis and does not contain genes contributed by P . atropurpurea."
172	2018-05-02 22:04:00		Vascular Plants: Ferns and Lycophytes	Pteridaceae	33938	Pentagramma		genus		N	N	N	N	N	N	N	Native			
173	2010-02-05 13:19:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Pteridaceae	33943	Pentagramma triangularis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA2: "We here restrict Pentagramma triangularis subsp. triangularis to plants with yellow farina and glabrous adaxial leaf surfaces occurring throughout a large region in westernmost North America. This subspecies comprises a complex of morphological, cytological, and phytochemical variants, at least some of which may deserve formal taxonomic recognition, following more detailed studies. Plants with yellow farina reported from Arizona, Nevada, and Utah may represent tetraploid hybrids between P . triangularis subsp. triangularis and P . triangularis subsp. maxonii and are not mapped herein."
174	2008-12-28 12:45:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Pteridaceae	33975	Pteridaceae		family		N	N	N	N	N	N	N	Native			FNA2: "Considerable disagreement exists concerning the circumscription and proper name of this family. The taxa comprising the Pteridaceae in this treatment were assigned to the Sinopteridaceae and Pteridaceae by D. B. Lellinger (1985) and were included in five families by R. E. G. Pichi-Sermolli (1977). The broad concept followed here is similar (except for the exclusion of Ceratopteris ) to that espoused by R. M. Tryon and A. F. Tryon (1982), who applied the name Pteridaceae to the group. Until very recently, the newer name Adiantaceae was more commonly used.<br><br>As represented in North America, Pteridaceae comprise three major evolutionary lines (the adiantoids, the pteroids, and the cheilanthoids). Characteristics holding the family together include abaxial (usually submarginal) sori that lack indusia or are protected by a reflexed or revolute leaf margin, spores that are usually globose-tetrahedral and trilete, and chromosome base numbers of 30 or 29 (rarely 27). The xeric-adapted members of the family (particularly the cheilanthoids) have undergone extensive parallel and convergent evolution, and they have frustrated attempts to produce a natural generic classification based on macromorphologic characteristics alone. Although some workers have aggregated species into a few large genera (e.g., J. T. Mickel 1979b), most tend to recognize smaller segregate genera based on a combination of morphologic, chromosomal, and biochemical data. The latter approach seems to provide a more useful, evolutionarily informative classification and is the one adopted here. Aspidotis and Notholaena are maintained here as distinct from Cheilanthes , and three recently described genera ( Argyrochosma , Astrolepis , and Pentagramma ) have been incorporated into the treatment. The reasons for these changes in generic circumscription are discussed under the individual genera."
175	2018-05-02 22:04:00		Vascular Plants: Ferns and Lycophytes	Salviniaceae	34048	Azolla		genus		N	N	N	N	N	N	N	Native			
176	2008-09-18 08:21:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Salviniaceae	34055	Azolla filiculoides		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA2: "Azolla filiculoides is cold tolerant, surviving even in fragmented parts under thin ice. It usually reaches a climax population in late spring, becomes fertile, collapses, and is replaced by other more heat-tolerant aquatics such as Lemna spp. Hybrids between this species (male) and A . microphylla Kaulfuss (female), a species of Central America, South America, and the West Indies, have been reported (Do V. C. et al. 1989). "
177	2009-04-14 12:54:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Salviniaceae	34058	Azolla microphylla		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	KZ99 gives authorities as Schlecht. & Cham. ex K. Presl, here we follow H&C and FNA Vol. 2.<br><br>FNA2: "Azolla mexicana is generally less cold tolerant and has a narrower environmental range than A . caroliniana . Both species are closely related and are similar vegetatively in culture. In the western United States, A . mexicana is often fertile."
178	2012-09-04 15:54:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Salviniaceae	34068	Salviniaceae		family		N	N	N	N	N	N	N	Native			FNA2: "Agriculturally, Azolla is famous for its symbiosis with the nitrogen-fixing Anabaena azollae Strasburger, a cyanobacterium (blue-green alga) found at the stem apices, beneath indusia, and in cavities of the upper leaf lobes. Because the plants fix nitrogen, they are often used as a green fertilizer or mixed with livestock feed as a nutritional supplement. Azolla pinnata has been cultivated for many centuries in rice paddies of northern Vietnam and southeastern China, where it acts as a fertilizer after it decomposes.<br><br>Azolla is the most frequently studied genus of ferns in the world because of its economic importance. The three North American species are naturalized in Europe and South Africa, and they have been introduced into Hawaii for horticulture and into Asia for agriculture. All species have been studied for agricultural uses in rice-producing areas.<br><br>Azolla is usually found in stagnant or slow-moving water of ponds, lakes, marshes, swamps, and streams. Plants turn reddish when under stress, such as from poor nutrition, salinity, or high temperatures. Sporulation needs further investigation."
179	2018-08-15 09:36:00		Vascular Plants: Ferns and Lycophytes	Thelypteridaceae	34292	Oreopteris		genus		N	N	N	N	N	N	N	Native			
180	2009-02-26 08:59:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Thelypteridaceae	34296	Oreopteris quelpaertensis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
181	2018-08-15 09:36:00		Vascular Plants: Ferns and Lycophytes	Thelypteridaceae	34298	Parathelypteris		genus		N	N	N	N	N	N	N	Native			
182	2009-02-26 08:58:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Thelypteridaceae	34303	Parathelypteris nevadensis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
183	2018-05-02 22:04:00		Vascular Plants: Ferns and Lycophytes	Thelypteridaceae	34305	Phegopteris		genus		N	N	N	N	N	N	N	Native			
184	2009-02-26 08:55:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Thelypteridaceae	34308	Phegopteris connectilis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
185	2003-10-21 00:00:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Thelypteridaceae	34322	Thelypteridaceae		family		N	N	N	N	N	N	N	Native			
186	2018-05-02 22:04:00		Vascular Plants: Ferns and Lycophytes	Woodsiaceae	34549	Woodsia		genus		N	N	N	N	N	N	N	Native			
187	2018-05-02 22:04:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Woodsiaceae	34577	Woodsia oregana		species		N	N	N	N	N	N	N	Native			
188	2008-11-28 10:46:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Woodsiaceae	34584	Woodsia oregana ssp. oregana		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA2: "The variability and promiscuity of Woodsia oregana have been major sources of taxonomic difficulties in Woodsia , and more work will be necessary before relationships in this complex are fully resolved. As defined here, W . oregana comprises two subspecies that are chromosomally and biochemically distinct. In addition, the two taxa are nearly allopatric, with the diploid (subsp. oregana ) confined to the Pacific Northwest and the tetraploid (subsp. cathcartiana ) extending from the southwestern United States to eastern Canada."
189	2018-05-02 22:04:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Woodsiaceae	34591	Woodsia scopulina		species		N	N	N	N	N	N	N	Native			
190	2009-03-13 08:40:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Woodsiaceae	34595	Woodsia scopulina ssp. laurentiana		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
191	2009-03-13 08:41:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Woodsiaceae	34597	Woodsia scopulina ssp. scopulina		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
192	2018-08-15 09:36:00		Vascular Plants: Ferns and Lycophytes	Woodsiaceae	34599	Woodsiaceae		family		N	N	N	N	N	N	N	Native			
193	2018-05-02 22:04:00		Vascular Plants: Gymnosperms	Cupressaceae	34630	Callitropsis		genus		N	N	N	N	N	N	N	Native			
194	2012-01-12 10:13:00	David Giblin	Vascular Plants: Gymnosperms	Cupressaceae	34671	Callitropsis nootkatensis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
195	2003-10-21 00:00:00	Carol Brittnacher	Vascular Plants: Gymnosperms	Cupressaceae	34706	Cupressaceae		family		N	N	N	N	N	N	N	Native			
196	2018-05-02 22:04:00		Vascular Plants: Gymnosperms	Cupressaceae	34726	Juniperus		genus		N	N	N	N	N	N	N	Native			
197	2018-08-15 09:36:00		Vascular Plants: Gymnosperms	Cupressaceae	34740	Juniperus chinensis		species		Y	N	N	Y	N	N	I	Introduced			
198	2018-05-02 22:04:00	Carol Brittnacher	Vascular Plants: Gymnosperms	Cupressaceae	34748	Juniperus communis		species		N	N	N	N	N	N	N	Native			
199	2008-12-22 08:50:00	Carol Brittnacher	Vascular Plants: Gymnosperms	Cupressaceae	34753	Juniperus communis var. depressa		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	Per FNAV2, "larger individuals of this var. (to 10 m.) have been misidentified as var. communis."  WTU voucher [Kartesz]
200	2008-12-22 08:51:00	Carol Brittnacher	Vascular Plants: Gymnosperms	Cupressaceae	34759	Juniperus communis var. kelleyi		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	This is one of the only two var. FNAV2 recognizes for WA.  The 2nd is var. depressa Pursh. [Hitchcock]. Var. montana replaces var. depressa in the Sierra Nev., Cascade Range and Coast Ranges [IMF]
201	2008-12-22 08:46:00	Carol Brittnacher	Vascular Plants: Gymnosperms	Cupressaceae	34815	Juniperus occidentalis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
202	2018-08-15 09:36:00		Vascular Plants: Gymnosperms	Cupressaceae	34846	Juniperus rigida		species		N	N	N	Y	N	N	I	Introduced			
203	2018-08-15 09:36:00		Vascular Plants: Gymnosperms	Cupressaceae	34847	Juniperus rigida var. conferta		infraspecies		Y	N	N	Y	N	N	I	Introduced			
204	2018-08-15 09:36:00		Vascular Plants: Gymnosperms	Cupressaceae	34848	Juniperus rigida var. rigida		infraspecies		Y	N	N	Y	N	N	I	Introduced			
205	2008-12-22 08:47:00	Carol Brittnacher	Vascular Plants: Gymnosperms	Cupressaceae	34851	Juniperus scopulorum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
206	2018-05-02 22:04:00		Vascular Plants: Gymnosperms	Cupressaceae	34899	Thuja		genus		N	N	N	N	N	N	N	Native			
207	2016-03-15 10:16:00	Carol Brittnacher	Vascular Plants: Gymnosperms	Cupressaceae	34905	Thuja plicata		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
208	2018-05-02 22:04:00		Vascular Plants: Gymnosperms	Pinaceae	35178	Abies		genus		N	N	N	N	N	N	N	Native			
209	2009-03-03 08:26:00	Peter F. Zika	Vascular Plants: Gymnosperms	Pinaceae	35180	Abies amabilis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
210	2009-03-03 08:28:00	Peter F. Zika	Vascular Plants: Gymnosperms	Pinaceae	35202	Abies grandis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA2: "Abies grandis is rather uniform morphologically and chemically. At its southern limit in southern Oregon and northern California, it introgresses with A . concolor (J.L. Hamrick and W.J. Libby 1972; E.Zavarin et al. 1975; D.B. Zobel 1973). In the area of introgression, specimens in lower, wetter habitats are best assigned to A . grandis ; those in higher, drier habitats, to A . concolor . Others are best considered to be A . concolor Â´ grandis."
211	2009-03-03 08:31:00	Peter F. Zika	Vascular Plants: Gymnosperms	Pinaceae	35212	Abies lasiocarpa		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA2: "The only unique populations in this species come from coastal Alaska (A. S. Harris 1965; C. J. Heusser 1954). They are found at lower elevations (0--900 m) and appear to be isolated with no reported introgression between them and the coastal mountain populations. The population on the Prince of Wales Island has distinct terpene patterns and needs morphological and developmental studies to see if these patterns contrast with neighboring populations.<br><br>Through central British Columbia and northern Washington, Abies lasiocarpa introgresses with A . bifolia . These trees may have morphologic features resembling either species and may have intermediate terpene patterns; they are best classified as interior subalpine fir ( A . bifolia Â´ lasiocarpa ). At the southern end of its range, A . lasiocarpa possibly hybridizes with A . procera (R.S. Hunt and E.von Rudloff 1979). Abies lasiocarpa shares with A . procera a red periderm, crystals in the ray parenchyma (R.W. Kennedy et al. 1968), and reflexed tips of the bracts, features not shared with A . bifolia .<br><br>Abies lasiocarpa usually exists in small stands at high elevations and is not often observed. Its differences in comparison to A . bifolia have prompted studies (W.H. Parker et al. 1979) to see if it is A . bifolia introgressed with the sympatric A . amabilis . Abies lasiocarpa and A . amabilis , however, are separated by many morphologic features, and no hybrids have been found (W.H. Parker et al. 1979)."
212	2018-08-15 09:36:00		Vascular Plants: Gymnosperms	Pinaceae	35220	Abies lasiocarpa ssp. bifolia		infraspecies		Y	N	N	N	N	N	N	Native			
213	2018-08-15 09:36:00		Vascular Plants: Gymnosperms	Pinaceae	35222	Abies lasiocarpa ssp. lasiocarpa		infraspecies		Y	N	N	N	N	N	N	Native			
214	2009-03-03 08:34:00	Peter F. Zika	Vascular Plants: Gymnosperms	Pinaceae	35227	Abies procera		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
215	2018-05-02 22:04:00		Vascular Plants: Gymnosperms	Pinaceae	35239	Larix		genus		N	N	N	N	N	N	N	Native			
216	2009-02-27 12:05:00	Peter F. Zika	Vascular Plants: Gymnosperms	Pinaceae	35251	Larix lyallii		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA2: "Larix lyallii and L . occidentalis ( Larix sect. Multiseriales ) are similar morphologically and have similar geographic ranges. Just how closely the two species are related has not been determined, but they probably originated from a common ancestor resembling L . potaninii Batalin. Although the geographic ranges of the two species overlap considerably, elevational differences of 150 to 300m usually separate them. Some morphologically intermediate specimens have been collected from Washington and Montana.<br>Because of its restricted distribution and growth at timberline, alpine larch has no commercial importance; it is often dwarfed and misshapen."
217	2018-08-15 09:36:00		Vascular Plants: Gymnosperms	Pinaceae	35252	Larix lyallii × Larix occidentalis		species	Unnamed	Y	N	N	N	N	N	N	Native			
218	2009-02-27 11:53:00	Peter F. Zika	Vascular Plants: Gymnosperms	Pinaceae	35254	Larix occidentalis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA2: "Western larch, when forest grown, is usually branch-free over most of its height. This is one of the most valuable timber-producing species in western North America. Its wood is made into framing, railway ties, pilings, exterior and interior finishing work, and pulp. In some localities it is the preferred firewood."
219	2018-05-02 22:04:00		Vascular Plants: Gymnosperms	Pinaceae	35256	Picea		genus		N	N	N	N	N	N	N	Native			
220	2018-08-15 09:36:00		Vascular Plants: Gymnosperms	Pinaceae	35261	Picea albertiana		species	Named	Y	N	Y	N	N	N	N	Native			
221	2012-08-02 14:24:00	Peter F. Zika	Vascular Plants: Gymnosperms	Pinaceae	35268	Picea engelmannii		species		N	N	N	N	N	N	N	Native			
222	2009-03-03 08:44:00	David Giblin	Vascular Plants: Gymnosperms	Pinaceae	35271	Picea engelmannii var. engelmannii		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
223	2012-09-12 13:35:00	David Giblin	Vascular Plants: Gymnosperms	Pinaceae	35281	Picea glauca	Picea albertiana	species		Y	Y	N	N	N	N				{"Herbarium":"WTU"}	Recently collected on 2012 Foray in Pend Oreille County, WA.<br><br>FNA2: "In areas of sympatry Picea glauca and P . engelmannii regularly hybridize and intergrade completely (R.Daubenmire 1974; E.H. Garman 1957; K.W. Horton 1959; L.Roche 1969; T.M.C. Taylor 1959). This has greatly complicated the taxonomy of P . glauca , a dominant tree of interior forests of Canada and Alaska. Three varieties have been recognized. Picea glauca var. albertiana was described as having unusually prominent leaf bases, cones nearly as broad as long, cone scales acute and broader than long, and an unusually narrow crown. These are common characteristics of hybrids (e.g., R.Daubenmire 1974). Picea glauca var. porsildii was described as differing from the type variety by having smooth bark with resin blisters, short angular cone scales, an unusually broad crown, and pubescent twigs. These characteristics, also largely intermediate between those of P . glauca var. glauca and P . engelmannii , may reflect hybridization where the species overlap. Although the two varieties noted above are reported from well beyond the range of sympatry, the diagnostic characteristics are not well correlated and occur rather sporadically. Also the most distinctive feature of the varieties, the crown shape, is in part responsive to competitive pressures. Because of the problems of hybridization and sporadic occurrence of key characters, P . glauca is treated here in the broad sense."
224	2009-03-03 09:01:00	Peter F. Zika	Vascular Plants: Gymnosperms	Pinaceae	35307	Picea sitchensis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
225	2003-10-21 00:00:00	Peter F. Zika	Vascular Plants: Gymnosperms	Pinaceae	35311	Pinaceae		family		N	N	N	N	N	N	N	Native			
226	2018-05-02 22:04:00		Vascular Plants: Gymnosperms	Pinaceae	35314	Pinus		genus		N	N	N	N	N	N	N	Native			
227	2009-03-03 09:03:00	Peter F. Zika	Vascular Plants: Gymnosperms	Pinaceae	35317	Pinus albicaulis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
228	2018-05-02 22:04:00	Peter F. Zika	Vascular Plants: Gymnosperms	Pinaceae	35350	Pinus contorta		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
229	2009-02-27 12:11:00	Peter F. Zika	Vascular Plants: Gymnosperms	Pinaceae	35355	Pinus contorta var. contorta		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
230	2009-02-27 12:09:00	Peter F. Zika	Vascular Plants: Gymnosperms	Pinaceae	35357	Pinus contorta var. latifolia		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA2: "Pinus contorta var. latifolia is fire successional. It is the most wide-ranging and commercially utilized variety. Its poor self-pruning character makes it less desirable for lumber but adequate for mine timbers, fences, and pulpwood."
231	2009-02-27 12:13:00	Peter F. Zika	Vascular Plants: Gymnosperms	Pinaceae	35361	Pinus contorta var. murrayana		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
232	2009-03-04 08:27:00	Peter F. Zika	Vascular Plants: Gymnosperms	Pinaceae	35422	Pinus monticola		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
233	2018-08-15 09:36:00		Vascular Plants: Gymnosperms	Pinaceae	35451	Pinus pinaster		species		Y	N	N	N	N	N	I	Introduced			
234	2018-05-02 22:04:00	David Giblin	Vascular Plants: Gymnosperms	Pinaceae	35453	Pinus ponderosa		species		N	N	N	N	N	N	N	Native			
235	2009-03-04 08:39:00	Peter F. Zika	Vascular Plants: Gymnosperms	Pinaceae	35461	Pinus ponderosa var. ponderosa		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
236	2018-05-02 22:04:00		Vascular Plants: Gymnosperms	Pinaceae	35517	Pseudotsuga		genus		N	N	N	N	N	N	N	Native			
237	2018-05-02 22:04:00	Peter F. Zika	Vascular Plants: Gymnosperms	Pinaceae	35528	Pseudotsuga menziesii		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
238	2008-12-28 14:00:00	Peter F. Zika	Vascular Plants: Gymnosperms	Pinaceae	35534	Pseudotsuga menziesii var. glauca		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
239	2016-03-15 10:21:00	Peter F. Zika	Vascular Plants: Gymnosperms	Pinaceae	35538	Pseudotsuga menziesii var. menziesii		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
240	2018-05-02 22:04:00		Vascular Plants: Gymnosperms	Pinaceae	35541	Tsuga		genus		N	N	N	N	N	N	N	Native			
